"15086","05","09","11","15","32","04","09"
"15085","02","03","04","06","16","03","12"
"15084","10","20","21","32","34","06","07"
"15083","14","16","19","25","29","10","12"
"15082","08","15","28","31","33","03","06"
"15081","03","04","10","13","17","05","09"
"15080","14","20","29","30","32","03","08"
"15079","01","09","17","23","24","04","05"
"15078","19","24","26","28","33","01","02"
"15077","01","16","17","22","28","02","09"
"15076","03","19","21","31","34","05","12"
"15075","13","14","26","27","33","10","12"
"15074","01","12","21","27","33","04","09"
"15073","09","26","27","30","34","01","06"
"15072","19","20","21","31","33","09","10"
"15071","04","06","13","16","34","04","10"
"15070","03","09","12","17","18","04","12"
"15069","02","09","11","22","25","01","07"
"15068","02","03","20","31","35","04","08"
"15067","04","10","18","24","27","04","11"
"15066","01","03","07","13","29","02","10"
"15065","04","05","07","13","35","08","11"
"15064","02","08","20","28","31","07","10"
"15063","01","04","06","34","35","02","04"
"15062","06","07","13","14","15","01","04"
"15061","06","07","08","16","22","02","10"
"15060","16","24","25","26","33","04","11"
"15059","07","09","19","23","32","01","03"
"15058","10","14","20","27","30","07","12"
"15057","01","05","07","14","26","04","06"
"15056","06","12","19","26","35","03","10"
"15055","06","11","14","20","30","05","10"
"15054","02","09","15","24","34","03","09"
"15053","08","25","28","29","32","04","07"
"15052","13","19","24","27","29","07","08"
"15051","01","02","11","16","21","01","05"
"15050","06","07","10","20","28","02","07"
"15049","08","09","11","15","22","08","10"
"15048","10","11","22","24","33","02","09"
"15047","01","02","17","23","31","05","12"
"15046","05","07","10","22","26","04","10"
"15045","08","09","22","29","30","08","12"
"15044","16","18","27","31","33","01","03"
"15043","02","20","22","25","29","02","07"
"15042","03","07","12","17","24","02","11"
"15041","01","11","21","23","28","01","10"
"15040","02","09","10","23","35","09","12"
"15039","03","06","07","16","25","01","06"
"15038","12","19","22","31","35","07","08"
"15037","10","16","21","28","31","07","08"
"15036","14","18","20","23","24","04","08"
"15035","22","24","29","30","35","01","10"
"15034","04","08","15","18","26","05","09"
"15033","03","17","22","26","28","03","07"
"15032","06","21","25","27","30","07","11"
"15031","07","21","29","32","33","04","12"
"15030","09","18","19","26","31","02","05"
"15029","07","10","19","30","35","03","05"
"15028","03","09","28","32","33","09","10"
"15027","05","21","22","25","28","03","10"
"15026","11","13","14","15","22","02","08"
"15025","07","10","20","22","27","10","11"
"15024","02","06","08","16","34","03","04"
"15023","06","09","11","12","22","03","11"
"15022","09","11","14","15","26","11","12"
"15021","22","23","24","26","31","05","06"
"15020","11","26","28","29","32","01","04"
"15019","02","08","16","22","24","01","03"
"15018","04","07","10","23","31","03","07"
"15017","07","13","16","17","29","01","07"
"15016","06","07","16","20","34","09","11"
"15015","01","05","13","17","32","04","11"
"15014","08","16","25","29","35","03","10"
"15013","11","15","25","28","35","07","10"
"15012","03","04","06","11","31","05","09"
"15011","04","13","22","25","30","01","06"
"15010","02","06","17","30","35","02","07"
"15009","17","22","26","27","33","06","10"
"15008","07","10","11","15","17","03","10"
"15007","02","07","08","14","31","04","08"
"15006","06","08","30","32","33","03","07"
"15005","11","14","15","18","19","07","08"
"15004","03","12","14","18","28","05","06"
"15003","12","19","27","28","34","01","12"
"15002","03","14","20","26","32","06","10"
